AGLT2	9.67	atlas	398932	2859119	1673990	28042549	16385906	2015-05-01	2015-05-31	2016-03-09 00:30:21	federation_name_unavailable	"AGLT2_CE_2","AGLT2_SL6"	05	2015
BNL-ATLAS	10.05	atlas	2835977	8240675	4842610	82818792	48668236	2015-05-01	2015-05-31	2016-03-09 00:30:21	federation_name_unavailable	"BNL_ATLAS_8","BNL_ATLAS_6","BNL_ATLAS_7","BNL_ATLAS_4","BNL_ATLAS_5","BNL_ATLAS_2","BNL_ATLAS_3","BNL_ATLAS_1"	05	2015
BNL-ATLAS	10.05	cms	2	0	0	0	7	2015-05-14	2015-05-14	2016-03-09 00:30:21	federation_name_unavailable	"BNL_ATLAS_2"	05	2015
BU_ATLAS_Tier2	9.82	atlas	381902	1245452	621312	12230345	6101284	2015-05-01	2015-05-31	2016-03-09 00:30:21	federation_name_unavailable	"NET2"	05	2015
Baylor-Tier3	12.0	cms	9700	15605	25411	187267	304941	2015-05-01	2015-05-31	2016-03-09 00:30:21	federation_name_unavailable	"Baylor-Tier3-CE"	05	2015
CIT_CMS_T2	12.944	atlas	4057	652	1267	8450	16412	2015-05-19	2015-05-31	2016-03-09 00:30:21	federation_name_unavailable	"CIT_CMS_T2"	05	2015
CIT_CMS_T2	12.944	cms	181607	1225835	1664822	15867216	21549457	2015-05-01	2015-05-31	2016-03-09 00:30:21	federation_name_unavailable	"CIT_CMS_T2B","CIT_CMS_T2"	05	2015
FLTECH	12.0	cms	15697	597	2545	7172	30549	2015-05-01	2015-05-31	2016-03-09 00:30:21	federation_name_unavailable	"FLTECH"	05	2015
FNAL_FERMIGRID	12.0	cms	76	0	2	0	25	2015-05-01	2015-05-28	2016-03-09 00:30:21	federation_name_unavailable	"gpce02.fnal.gov","gpce01.fnal.gov"	05	2015
FNAL_GPGRID_1	12.0	atlas	6743	444	855	5333	10260	2015-05-19	2015-05-31	2016-03-09 00:30:21	federation_name_unavailable	"FNAL_GPGRID_1"	05	2015
FNAL_GPGRID_1	12.0	cms	3	0	0	0	11	2015-05-14	2015-05-14	2016-03-09 00:30:21	federation_name_unavailable	"FNAL_GPGRID_1"	05	2015
FNAL_GPGRID_1	12.0	enmr.eu	43	0	11	0	142	2015-05-01	2015-05-22	2016-03-09 00:30:21	federation_name_unavailable	"FNAL_GPGRID_1"	05	2015
GLOW	12.0	atlas	1847	84	226	1013	2722	2015-05-19	2015-05-31	2016-03-09 00:30:21	federation_name_unavailable	"GLOW-OSG"	05	2015
GLOW	9.55	cms	915174	1665249	2663329	15936349	25480912	2015-05-01	2015-05-31	2016-03-09 00:30:21	federation_name_unavailable	"GLOW-CMS","GLOW-CONDOR-CE","GLOW"	05	2015
HU_ATLAS_Tier2	9.44	atlas	154812	395248	319707	3731142	3018034	2015-05-01	2015-05-31	2016-03-09 00:30:21	federation_name_unavailable	"NET2_HU"	05	2015
LC-glcc	15.68	alice	103992	473598	521561	7426021	8178085	2015-05-01	2015-05-31	2016-03-09 00:30:21	federation_name_unavailable	"LC-glcc"	05	2015
LUCILLE	9.1	atlas	55356	469392	393122	4271470	3577416	2015-05-01	2015-05-31	2016-03-09 00:30:21	federation_name_unavailable	"Lucille_CE"	05	2015
LUHEP_OSG	12.0	atlas	68	0	0	0	0	2015-05-21	2015-05-21	2016-03-09 00:30:21	federation_name_unavailable	"LUHEP_OSG"	05	2015
MIT_CMS	10.8	atlas	2733	326	662	3530	7151	2015-05-19	2015-05-31	2016-03-09 00:30:21	federation_name_unavailable	"MIT_CMS"	05	2015
MIT_CMS	10.8	cms	409468	897689	1435742	9695049	15506016	2015-05-01	2015-05-31	2016-03-09 00:30:21	federation_name_unavailable	"MIT_CMS_2","MIT_CMS"	05	2015
MWT2	9.48	atlas	2992794	4847007	2739979	46242116	26323291	2015-05-01	2015-05-31	2016-03-09 00:30:21	federation_name_unavailable	"MWT2_CE_IU","MWT2","MWT2_CE_UC","MWT2_CE_UIUC"	05	2015
NERSC-PDSF	16.614	alice	182778	492141	624512	8176432	10375647	2015-05-01	2015-05-31	2016-03-09 00:30:21	federation_name_unavailable	"NERSC-PDSF"	05	2015
NWICG_Earth	12.0	cms	1	0	0	0	0	2015-05-29	2015-05-29	2016-03-09 00:30:21	federation_name_unavailable	"NWICG_Earth"	05	2015
