Purdue-Carter	16.98	cms	34786	1657696234	408339634	28147682053	6933606986	2015-04-01	2015-04-30	2016-03-02 18:06:14	federation_name_unavailable	"Purdue-Carter"	04	2015
Purdue-Hadoop	12.37	cms	122398	1666458676	1985189988	24513046969	30235129078	2015-04-01	2015-04-30	2016-03-02 18:06:14	federation_name_unavailable	"Purdue-Hadoop-CE","Purdue-Hadoop-HTCE","Purdue-Hadoop-TestCE","Purdue-Hadoop-HT-PBS-CE"	04	2015
Purdue-Hammer	17.95	cms	65780	3523530848	859525635	63247378721	15428485149	2015-04-01	2015-04-30	2016-03-02 18:06:14	federation_name_unavailable	"Purdue-Hammer-CE"	04	2015
Purdue-Hansen	8.96	cms	15593	834701060	238558692	7478921497	2137485880	2015-04-01	2015-04-30	2016-03-02 18:06:14	federation_name_unavailable	"Purdue-Hansen"	04	2015
Purdue-Rossmann	11.24	cms	38684	2652304649	608080546	29811904254	6834825338	2015-04-01	2015-04-30	2016-03-02 18:06:14	federation_name_unavailable	"Purdue-Rossmann"	04	2015
SMU_HPC	12.0	atlas	61	0	201	0	2412	2015-04-02	2015-04-15	2016-03-02 18:06:14	federation_name_unavailable	"SMU_HPC"	04	2015
SPRACE	13.48	atlas	41	0	60	0	809	2015-04-06	2015-04-15	2016-03-02 18:06:14	federation_name_unavailable	"SPRACE"	04	2015
SPRACE	13.48	cms	65211	503491668	921375342	6787067684	12420139611	2015-04-01	2015-04-30	2016-03-02 18:06:14	federation_name_unavailable	"SPRACE"	04	2015
SWT2_CPB	9.65	atlas	705864	7029610606	5607158179	67835742348	54109076426	2015-04-01	2015-04-30	2016-03-02 18:06:14	federation_name_unavailable	"SWT2_CPB"	04	2015
TAMU_BRAZOS	12.0	cms	6242	7012253	18534127	84147023	222409524	2015-04-01	2015-04-30	2016-03-02 18:06:14	federation_name_unavailable	"TAMU_BRAZOS_CE"	04	2015
TTU-ANTAEUS	12.0	cms	15801	123111854	271115647	1477342261	3253387764	2015-04-01	2015-04-30	2016-03-02 18:06:14	federation_name_unavailable	"TTU-ANTAEUS"	04	2015
UCR-HEP	12.0	cms	7910	4210546	26758896	50526552	321106752	2015-04-01	2015-04-30	2016-03-02 18:06:14	federation_name_unavailable	"UCR-HEP"	04	2015
UCSDT2	13.24	atlas	62	0	497	0	6580	2015-04-02	2015-04-15	2016-03-02 18:06:14	federation_name_unavailable	"UCSDT2-C"	04	2015
UCSDT2	13.24	cms	256285	2036882777	3081179646	26968327967	40794818514	2015-04-01	2015-04-30	2016-03-02 18:06:14	federation_name_unavailable	"UCSDT2-B","UCSDT2-C","UCSDT2-D"	04	2015
